alpha,rt_none,rt_uni,rt_tgt,rt_uni_exit,rt_tgt_exit,drop_man,drop_fin,drop_ser,drop_agg,ratio_fin_agg,t_rec_agg,t_rec_kl,lag,minM
-0.04265926929731406,35.68,57.84,14.72,39.28,13.48,5.588671607357857,22.72034345455299,3.95733455808615,9.747942553072232,2.330783478754938,18.080000000000002,33.64,15.559999999999999,1.0
-0.02217882386884256,46.24,59.64,16.68,47.24,14.76,6.06042621249567,24.104123449539664,3.5569954487874136,9.61861225243378,2.505987643221676,15.16,48.0,32.84,1.0
-0.038240384365138755,43.08,61.76,14.16,45.36,13.040000000000001,4.680606275545581,17.434397240760397,3.165740358312329,7.210843623953894,2.417802707972283,15.84,43.36,27.52,1.0
-0.0147070531293984,39.92,120.0,15.92,67.16,14.200000000000001,5.462201958897671,21.97432852219515,4.04738943245776,9.359083425557998,2.3479145898183957,15.76,35.0,19.240000000000002,1.0
-0.020956166795514788,48.52,78.2,17.88,52.04,15.4,5.1706156986249905,21.893352011684307,5.33521960068749,9.394954733538102,2.330330760778382,15.44,46.28,30.840000000000003,1.0
-0.02678237844693201,52.32,67.4,13.32,53.44,12.36,5.296203134989622,16.849586779890053,3.29225954117085,7.1427652234957755,2.358972506119082,14.200000000000001,56.88,42.68,1.0
-0.020836481523755508,40.36,79.68,16.68,47.52,14.84,3.2490155157395764,18.526586457432508,6.023565046054577,7.781353374070374,2.3808951434037464,15.4,37.480000000000004,22.080000000000005,1.0
-0.03617782213735228,46.32,54.88,14.48,46.84,13.120000000000001,4.422287036399197,19.240610854107786,3.556089194040553,7.511462362024412,2.5615000018348297,15.8,47.88,32.08,1.0
-0.019599501882350892,46.4,86.76,15.88,51.2,14.280000000000001,8.772967438094652,22.294859592160478,5.129610464482421,10.999655921143582,2.026868817715035,19.96,47.12,27.159999999999997,1.0
-0.01382242570060492,38.800000000000004,120.0,12.68,87.16,12.040000000000001,3.912498023165689,13.924259984132176,5.360421753537743,7.077930368781235,1.9672784639911378,16.2,37.76,21.56,1.0
-0.038363172621893094,41.04,50.88,14.88,41.800000000000004,13.48,6.044738248731792,20.67951673996552,3.228163893386634,8.677161191246238,2.3832122377566978,17.080000000000002,41.04,23.959999999999997,1.0
-0.018597756779369187,45.92,83.12,16.8,50.88,14.64,5.68579794915754,24.20817151661541,2.218219900434969,9.083056515475397,2.6652010229563547,14.96,43.36,28.4,1.0
-0.04233652711462067,31.12,65.84,15.64,39.12,14.200000000000001,8.426517617692067,15.366299750283446,4.8318272198459296,9.192637838342863,1.6715876357262753,25.76,28.6,2.84,1.0
-0.036507413518111445,32.96,63.800000000000004,14.120000000000001,40.12,13.16,7.010718631066506,18.14850744116095,3.5033975507208006,8.97518477043061,2.022076191785211,21.68,29.32,7.640000000000001,1.0
